"id","login","avatar_url","html_url","type","score"
20507910,"eleanor-salm","https://avatars.githubusercontent.com/u/20507910?v=4","https://github.com/eleanor-salm","User",1
92120183,"EliHelfen","https://avatars.githubusercontent.com/u/92120183?v=4","https://github.com/EliHelfen","User",1
53322280,"ellendamschen","https://avatars.githubusercontent.com/u/53322280?v=4","https://github.com/ellendamschen","User",1
14167356,"elliottjs","https://avatars.githubusercontent.com/u/14167356?v=4","https://github.com/elliottjs","User",1
11393622,"emadsadeghi","https://avatars.githubusercontent.com/u/11393622?v=4","https://github.com/emadsadeghi","User",1
115806587,"emhopp97","https://avatars.githubusercontent.com/u/115806587?v=4","https://github.com/emhopp97","User",1
30235021,"EmilyWhitaker","https://avatars.githubusercontent.com/u/30235021?v=4","https://github.com/EmilyWhitaker","User",1
4022031,"EmmettW","https://avatars.githubusercontent.com/u/4022031?v=4","https://github.com/EmmettW","User",1
83712724,"Emperor963","https://avatars.githubusercontent.com/u/83712724?v=4","https://github.com/Emperor963","User",1
55922587,"Enya0128","https://avatars.githubusercontent.com/u/55922587?v=4","https://github.com/Enya0128","User",1
36325128,"erict54757","https://avatars.githubusercontent.com/u/36325128?v=4","https://github.com/erict54757","User",1
39505538,"esberes","https://avatars.githubusercontent.com/u/39505538?v=4","https://github.com/esberes","User",1
1588767,"EstebanSmits","https://avatars.githubusercontent.com/u/1588767?v=4","https://github.com/EstebanSmits","User",1
32722896,"ethanlink17","https://avatars.githubusercontent.com/u/32722896?v=4","https://github.com/ethanlink17","User",1
50457789,"ETV337","https://avatars.githubusercontent.com/u/50457789?v=4","https://github.com/ETV337","User",1
124393795,"evagunawan","https://avatars.githubusercontent.com/u/124393795?v=4","https://github.com/evagunawan","User",1
116143041,"Evan-Krook","https://avatars.githubusercontent.com/u/116143041?v=4","https://github.com/Evan-Krook","User",1
71086145,"evanderwilden","https://avatars.githubusercontent.com/u/71086145?v=4","https://github.com/evanderwilden","User",1
22649919,"evangorstein","https://avatars.githubusercontent.com/u/22649919?v=4","https://github.com/evangorstein","User",1
